time (UTC),latitude (degrees_north),longitude (degrees_east),temperature (degree_C),pressure (dbar)
2013-10-16 21:40:31,43.342486077732794,-65.23096509549893,8.838899612426758,33.62999725341797
2013-10-16 21:40:52,43.34243997975709,-65.23096715098833,9.102999687194824,31.270000457763672
2013-10-16 21:41:11,43.34239827206478,-65.23096901071683,10.41759967803955,29.170000076293945
2013-10-16 21:41:31,43.34235436923077,-65.23097096832579,12.375100135803224,27.229999542236328
2013-10-16 21:41:52,43.342308271255064,-65.2309730238152,13.06719970703125,25.25
2013-10-16 21:42:11,43.34226656356275,-65.2309748835437,13.420499801635742,23.31999969482422
2013-10-16 21:42:32,43.34222046558705,-65.2309769390331,14.175700187683104,21.489999771118164
2013-10-16 21:42:51,43.342178757894736,-65.23097879876161,15.12660026550293,19.63000106811523
2013-10-16 21:43:11,43.34213485506073,-65.23098075637057,15.191200256347656,18.36000061035156
2013-10-16 21:43:31,43.34209095222672,-65.23098271397951,15.217399597167969,17.139999389648438
2013-10-16 21:43:51,43.34204704939271,-65.23098467158847,15.28030014038086,15.75
2013-10-16 21:44:11,43.3420031465587,-65.23098662919743,15.26140022277832,14.130000114440918
2013-10-16 21:44:32,43.341957048583,-65.23098868468684,15.190999984741213,11.950000762939451
2013-10-16 21:44:51,43.34191534089069,-65.23099054441533,15.097100257873535,9.539999961853027
2013-10-16 21:45:12,43.34186924291498,-65.23099259990474,14.971199989318848,7.070000171661377
2013-10-16 21:45:31,43.34182753522267,-65.23099445963325,14.821999549865724,4.970000267028809
2013-10-16 21:50:41,43.34114704129555,-65.23102480257204,5.952600002288818,46.42000198364258
2013-10-16 21:51:02,43.34110094331984,-65.23102685806144,6.777900218963623,44.19000244140625
2013-10-16 21:51:21,43.34105923562753,-65.23102871778995,7.151899814605713,41.880001068115234
2013-10-16 21:51:41,43.341015332793525,-65.2310306753989,7.60230016708374,39.69000244140625
2013-10-16 21:52:02,43.34096923481781,-65.2310327308883,7.920100212097168,37.52000045776367
2013-10-16 21:52:21,43.34092752712551,-65.23103459061682,8.133899688720703,35.47999954223633
2013-10-16 21:52:42,43.34088142914979,-65.23103664610622,8.51039981842041,33.48999786376953
2013-10-16 21:53:01,43.34083972145749,-65.23103850583472,8.815799713134766,31.559999465942383
2013-10-16 21:53:22,43.34079362348178,-65.23104056132412,9.097000122070312,29.709999084472656
2013-10-16 21:53:41,43.340751915789475,-65.23104242105263,10.639800071716309,27.799999237060547
2013-10-16 21:54:01,43.34070801295547,-65.23104437866158,12.50790023803711,25.780000686645508
2013-10-16 21:54:22,43.340661914979755,-65.23104643415098,13.001999855041504,23.85999870300293
2013-10-16 21:54:41,43.34062020728745,-65.2310482938795,13.34220027923584,22.25
2013-10-16 21:55:01,43.34057630445344,-65.23105025148845,14.044599533081056,20.68000030517578
2013-10-16 21:55:22,43.34053020647773,-65.23105230697786,15.157400131225586,19.229999542236328
2013-10-16 21:55:41,43.340488498785426,-65.23105416670636,15.172900199890137,17.739999771118164
2013-10-16 21:56:01,43.34044459595142,-65.23105612431532,15.272199630737305,16.149999618530273
2013-10-16 21:56:22,43.340398497975706,-65.23105817980472,15.28909969329834,14.529999732971191
2013-10-16 21:56:41,43.3403567902834,-65.23106003953322,15.240900039672852,12.920000076293944
2013-10-16 21:57:01,43.34031288744939,-65.23106199714218,15.215800285339355,11.239999771118164
2013-10-16 21:57:21,43.340268984615385,-65.23106395475114,15.130499839782717,9.449999809265137
2013-10-16 21:57:41,43.34022508178138,-65.23106591236008,15.04290008544922,7.449999809265137
2013-10-16 21:58:02,43.34017898380567,-65.23106796784948,14.935799598693848,5.720000267028809
2013-10-16 21:58:21,43.34013727611336,-65.231069827578,14.853300094604492,4.099999904632568
2013-10-16 22:13:16,43.338172624291495,-65.2311574305787,6.4816999435424805,133.33999633789062
2013-10-16 22:13:36,43.33812872145749,-65.23115938818766,6.484000205993652,130.95999145507812
2013-10-16 22:13:56,43.33808481862348,-65.23116134579662,6.482699871063232,128.1699981689453
2013-10-16 22:14:17,43.33803872064777,-65.23116340128603,6.4822001457214355,124.9499969482422
2013-10-16 22:14:36,43.33799701295547,-65.23116526101452,6.475100040435791,121.66000366210938
2013-10-16 22:14:56,43.33795311012146,-65.23116721862348,6.469399929046631,118.62000274658205
2013-10-16 22:15:17,43.33790701214575,-65.23116927411289,6.450699806213379,115.5500030517578
2013-10-16 22:15:36,43.337865304453445,-65.23117113384139,6.446599960327148,112.44000244140624
2013-10-16 22:15:57,43.33781920647773,-65.23117318933079,6.39769983291626,109.32999420166016
2013-10-16 22:16:16,43.33777749878543,-65.2311750490593,6.06820011138916,105.93000793457033
2013-10-16 22:16:36,43.33773359595142,-65.23117700666825,5.979700088500977,102.83000183105467
2013-10-16 22:16:57,43.33768749797571,-65.23117906215765,5.929500102996826,99.69000244140624
2013-10-16 22:17:16,43.3376457902834,-65.23118092188616,5.8221001625061035,96.52999877929688
2013-10-16 22:17:36,43.337601887449395,-65.23118287949512,5.7657999992370605,93.3000030517578
2013-10-16 22:17:57,43.33755578947368,-65.23118493498453,5.593999862670898,90.08999633789062
2013-10-16 22:18:16,43.33751408178138,-65.23118679471303,5.576700210571289,86.86000061035156
2013-10-16 22:18:36,43.33747017894737,-65.23118875232198,5.402900218963623,83.62000274658203
2013-10-16 22:18:57,43.33742408097166,-65.23119080781139,5.3765997886657715,80.50999450683594
2013-10-16 22:19:16,43.337382373279354,-65.23119266753989,5.386199951171875,77.37000274658203
2013-10-16 22:19:37,43.33733627530364,-65.23119472302929,5.408599853515625,74.29999542236328
2013-10-16 22:19:56,43.33729456761134,-65.2311965827578,5.5177998542785645,71.36000061035156
2013-10-16 22:20:16,43.33725066477733,-65.23119854036675,5.545599937438965,68.5
2013-10-16 22:20:36,43.33720676194332,-65.2312004979757,5.5524001121521,65.52000427246094
2013-10-16 22:20:56,43.33716285910931,-65.23120245558466,5.582799911499023,62.42000198364258
2013-10-16 22:21:16,43.337118956275305,-65.23120441319362,6.26200008392334,59.13999938964844
2013-10-16 22:21:36,43.337075053441296,-65.23120637080257,5.9868998527526855,56.040000915527344
2013-10-16 22:21:56,43.33703115060729,-65.23120832841153,5.437300205230713,52.97999954223633
2013-10-16 22:22:17,43.336985052631576,-65.23121038390093,5.089200019836426,49.92000198364258
2013-10-16 22:22:36,43.33694334493927,-65.23121224362943,5.396100044250488,47.01000213623047
2013-10-16 22:22:56,43.33689944210526,-65.23121420123839,6.766300201416016,44.060001373291016
2013-10-16 22:23:16,43.336855539271255,-65.23121615884735,6.996799945831299,41.2400016784668
2013-10-16 22:23:37,43.33680944129555,-65.23121821433675,7.73199987411499,38.5
2013-10-16 22:23:56,43.33676773360324,-65.23122007406525,8.307000160217285,36.029998779296875
2013-10-16 22:24:17,43.33672163562753,-65.23122212955465,8.824399948120117,33.56999969482422
2013-10-16 22:24:36,43.33667992793522,-65.23122398928317,10.531000137329102,31.459999084472656
2013-10-16 22:24:56,43.336636025101214,-65.23122594689211,12.402999877929688,29.56999969482422
2013-10-16 22:25:16,43.336592122267206,-65.23122790450107,13.297499656677246,27.650001525878903
2013-10-16 22:25:37,43.3365460242915,-65.23122995999047,13.78950023651123,25.59000015258789
2013-10-16 22:25:56,43.33650431659919,-65.23123181971899,14.151100158691406,23.5
2013-10-16 22:26:16,43.33646041376518,-65.23123377732793,14.35319995880127,21.189998626708984
2013-10-16 22:26:36,43.33641651093117,-65.23123573493689,14.657600402832031,18.950000762939453
2013-10-16 22:26:56,43.336372608097165,-65.23123769254585,15.01609992980957,16.809999465942383
2013-10-16 22:27:16,43.33632870526315,-65.2312396501548,15.011799812316896,15.039999008178713
2013-10-16 22:27:36,43.33628480242915,-65.23124160776375,15.182000160217283,13.229999542236328
2013-10-16 22:27:57,43.33623870445344,-65.23124366325315,15.252400398254396,11.469999313354492
2013-10-16 22:28:16,43.33619699676113,-65.23124552298167,15.258500099182127,9.779999732971191
2013-10-16 22:28:36,43.33615309392712,-65.23124748059061,15.26669979095459,8.119999885559082
2013-10-16 22:28:56,43.336109191093115,-65.23124943819957,15.279500007629396,6.399999618530273
2013-10-16 22:29:17,43.33606309311741,-65.23125149368897,15.111300468444824,4.5
2013-10-16 22:45:41,43.33390307368421,-65.23134780804953,6.479899883270264,128.3300018310547
2013-10-16 22:46:01,43.33385917085021,-65.23134976565849,6.4832000732421875,125.57999420166016
2013-10-16 22:46:22,43.33381307287449,-65.2313518211479,6.485599994659424,122.66999816894533
2013-10-16 22:46:41,43.33377136518219,-65.2313536808764,6.481299877166748,119.69000244140624
2013-10-16 22:47:01,43.33372746234818,-65.23135563848535,6.488900184631348,116.31999969482422
2013-10-16 22:47:21,43.33368355951417,-65.23135759609431,6.46999979019165,112.9000015258789
2013-10-16 22:47:41,43.33363965668016,-65.23135955370326,6.297100067138672,109.1199951171875
2013-10-16 22:48:02,43.33359355870445,-65.23136160919266,5.928299903869629,105.17999267578124
2013-10-16 22:48:21,43.333551851012146,-65.23136346892117,5.893499851226807,101.51000213623048
2013-10-16 22:48:41,43.33350794817814,-65.23136542653013,5.651800155639648,97.91000366210938
2013-10-16 22:49:01,43.33346404534413,-65.23136738413908,5.719799995422363,94.37999725341795
2013-10-16 22:49:21,43.33342014251012,-65.23136934174804,5.576200008392334,90.97000122070312
2013-10-16 22:49:42,43.333374044534416,-65.23137139723744,5.501200199127197,87.46000671386719
2013-10-16 22:50:01,43.333332336842105,-65.23137325696594,5.394800186157227,84.02999877929688
2013-10-16 22:50:21,43.3332884340081,-65.2313752145749,5.355800151824951,80.55000305175781
2013-10-16 22:50:41,43.33324453117409,-65.23137717218385,5.248499870300293,77.2300033569336
2013-10-16 22:51:01,43.33320062834008,-65.23137912979281,5.390399932861328,74.16999816894531
2013-10-16 22:51:21,43.33315672550607,-65.23138108740176,5.5030999183654785,71.11000061035156
2013-10-16 22:51:41,43.333112822672064,-65.23138304501072,5.6774001121521,68.11000061035156
2013-10-16 22:52:01,43.333068919838055,-65.23138500261967,5.711999893188477,65.12999725341797
2013-10-16 22:52:22,43.33302282186235,-65.23138705810908,5.932199954986572,61.880001068115234
2013-10-16 22:52:41,43.33298111417004,-65.23138891783758,6.000999927520752,58.769996643066406
2013-10-16 22:53:01,43.33293721133603,-65.23139087544654,5.7657999992370605,55.65999984741211
2013-10-16 22:53:21,43.33289330850202,-65.2313928330555,5.412199974060059,52.630001068115234
2013-10-16 22:53:41,43.332849405668014,-65.23139479066444,5.190499782562256,49.71000289916992
2013-10-16 22:54:01,43.332805502834006,-65.2313967482734,5.378600120544434,46.79999923706055
2013-10-16 22:54:22,43.3327594048583,-65.2313988037628,6.038700103759766,44.15999984741211
2013-10-16 22:54:41,43.33271769716599,-65.2314006634913,6.726600170135498,41.83000183105469
2013-10-16 22:55:02,43.33267159919029,-65.2314027189807,7.211900234222412,39.939998626708984
2013-10-16 22:55:21,43.33262989149797,-65.23140457870922,7.536499977111816,38.11000061035156
2013-10-16 22:55:41,43.332585988663965,-65.23140653631818,7.863500118255615,36.11000061035156
2013-10-16 22:56:01,43.33254208582996,-65.23140849392712,8.578200340270996,33.86000061035156
2013-10-16 22:56:22,43.33249598785425,-65.23141054941652,8.776300430297852,31.540000915527344
2013-10-16 22:56:41,43.33245428016195,-65.23141240914504,11.347900390625,29.330001831054688
2013-10-16 22:57:02,43.332408182186235,-65.23141446463444,12.879899978637695,27.36000061035156
2013-10-16 22:57:21,43.33236647449393,-65.23141632436294,13.371999740600586,25.459999084472656
2013-10-16 22:57:42,43.33232037651822,-65.23141837985234,13.406900405883787,23.719999313354492
2013-10-16 22:58:01,43.332278668825914,-65.23142023958086,13.795000076293944,22.040000915527344
2013-10-16 22:58:21,43.332234765991906,-65.2314221971898,14.633099555969238,20.529998779296875
